company,ticker,date,metric_id,value,unit,period,source_type,raw_text,context_before,context_after,header_path,stub_path,confidence,section,is_trap,disposition,disposition_reason
CART,CART,2023-09-15,cm_revenue_concentration,15%,percent,2020-01-01 to 2020-12-31,html_table,15%,,,"Year Ended December 31, > 2020",Customer D,HIGH,unknown,False,,
CART,CART,2023-09-15,cm_revenue_concentration,15%,percent,2022-01-01 to 2022-06-30,html_table,15%,,,"Six Months Ended June 30, > 2022 > (unaudited)",Customer C,HIGH,unknown,False,,
CART,CART,2023-09-15,cm_revenue_concentration,15%,percent,2021-01-01 to 2021-12-31,html_table,15%,,,"Year Ended December 31, > 2021",Customer C,HIGH,unknown,False,,
CART,CART,2023-09-15,cm_revenue_concentration,14%,percent,2022-01-01 to 2022-06-30,html_table,14%,,,"Six Months Ended June 30, > 2022 > (unaudited)",Customer D,HIGH,unknown,False,,
CART,CART,2023-09-15,cm_revenue_concentration,14%,percent,2023-01-01 to 2023-06-30,html_table,14%,,,"Six Months Ended June 30, > 2023 > (unaudited)",Customer B,HIGH,unknown,False,,
CART,CART,2023-09-15,cm_revenue_concentration,13%,percent,2020-01-01 to 2020-12-31,html_table,13%,,,"Year Ended December 31, > 2020",Customer A,HIGH,unknown,False,,
CART,CART,2023-09-15,cm_revenue_concentration,13%,percent,2022-01-01 to 2022-06-30,html_table,13%,,,"Six Months Ended June 30, > 2022 > (unaudited)",Customer A,HIGH,unknown,False,,
CART,CART,2023-09-15,cm_revenue_concentration,13%,percent,2023-01-01 to 2023-06-30,html_table,13%,,,"Six Months Ended June 30, > 2023 > (unaudited)",Customer A,HIGH,unknown,False,,
CART,CART,2023-09-15,cm_revenue_concentration,12%,percent,2022-01-01 to 2022-12-31,html_table,12%,,,"Year Ended December 31, > 2022",Customer A,HIGH,unknown,False,,
CART,CART,2023-09-15,cm_revenue_concentration,11%,percent,2023-01-01 to 2023-06-30,html_table,11%,,,"Six Months Ended June 30, > 2023 > (unaudited)",Customer D,HIGH,unknown,False,,
CART,CART,2023-09-15,cm_revenue_concentration,10%,percent,other,text,10%,The following customers accounted for,or more of the Company’s revenue:,,,LOW,financials,False,,
CART,CART,2023-09-15,cm_new_customers_acquired,202,other,2020-01-01 to 2020-12-31,html_table,202,,,"New Customer GTV.While total GTV from each customer cohort in its first year on Instacart
has declined since 2020, our 2023 customer cohort still generated more GTV in its six months on Instacart than those from pre-COVID periods. In the first six months of 2023, our GTV from new customers was 1.6 times higher than our GTV from new
customers in the first six months of 2019. This is driven in part by the continued scaling of our business and customer acquisition spend compared to pre-COVID periods. We believe this demonstrates our ability to continue to attract new customers
supported by our strong value proposition and the growth runway in online grocery. See the section titled “—Our Financial Model—Core Principles of Our Financial Model—Re-Invest for Growth” for more information.",,MEDIUM,unknown,False,,
